Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,year,month,month_name
1,2023-11-24,cust001,male,34,beauty,3,50,150,2023,11,nov
2,2023-02-27,cust002,female,26,clothing,2,500,1000,2023,2,feb
3,2023-01-13,cust003,male,50,electronics,1,30,30,2023,1,jan
4,2023-05-21,cust004,male,37,clothing,1,500,500,2023,5,may
5,2023-05-06,cust005,male,30,beauty,2,50,100,2023,5,may
6,2023-04-25,cust006,female,45,beauty,1,30,30,2023,4,apr
7,2023-03-13,cust007,male,46,clothing,2,25,50,2023,3,mar
8,2023-02-22,cust008,male,30,electronics,4,25,100,2023,2,feb
9,2023-12-13,cust009,male,63,electronics,2,300,600,2023,12,dec
10,2023-10-07,cust010,female,52,clothing,4,50,200,2023,10,oct
11,2023-02-14,cust011,male,23,clothing,2,50,100,2023,2,feb
12,2023-10-30,cust012,male,35,beauty,3,25,75,2023,10,oct
13,2023-08-05,cust013,male,22,electronics,3,500,1500,2023,8,aug
14,2023-01-17,cust014,male,64,clothing,4,30,120,2023,1,jan
15,2023-01-16,cust015,female,42,electronics,4,500,2000,2023,1,jan
16,2023-02-17,cust016,male,19,clothing,3,500,1500,2023,2,feb
17,2023-04-22,cust017,female,27,clothing,4,25,100,2023,4,apr
18,2023-04-30,cust018,female,47,electronics,2,25,50,2023,4,apr
19,2023-09-16,cust019,female,62,clothing,2,25,50,2023,9,sep
20,2023-11-05,cust020,male,22,clothing,3,300,900,2023,11,nov
21,2023-01-14,cust021,female,50,beauty,1,500,500,2023,1,jan
22,2023-10-15,cust022,male,18,clothing,2,50,100,2023,10,oct
23,2023-04-12,cust023,female,35,clothing,4,30,120,2023,4,apr
24,2023-11-29,cust024,female,49,clothing,1,300,300,2023,11,nov
25,2023-12-26,cust025,female,64,beauty,1,50,50,2023,12,dec
26,2023-10-07,cust026,female,28,electronics,2,500,1000,2023,10,oct
27,2023-08-03,cust027,female,38,beauty,2,25,50,2023,8,aug
28,2023-04-23,cust028,female,43,beauty,1,500,500,2023,4,apr
29,2023-08-18,cust029,female,42,electronics,1,30,30,2023,8,aug
30,2023-10-29,cust030,female,39,beauty,3,300,900,2023,10,oct
31,2023-05-23,cust031,male,44,electronics,4,300,1200,2023,5,may
32,2023-01-04,cust032,male,30,beauty,3,30,90,2023,1,jan
33,2023-03-23,cust033,female,50,electronics,2,50,100,2023,3,mar
34,2023-12-24,cust034,female,51,clothing,3,50,150,2023,12,dec
35,2023-08-05,cust035,female,58,beauty,3,300,900,2023,8,aug
36,2023-06-24,cust036,male,52,beauty,3,300,900,2023,6,jun
37,2023-05-23,cust037,female,18,beauty,3,25,75,2023,5,may
38,2023-03-21,cust038,male,38,beauty,4,50,200,2023,3,mar
39,2023-04-21,cust039,male,23,clothing,4,30,120,2023,4,apr
40,2023-06-22,cust040,male,45,beauty,1,50,50,2023,6,jun
41,2023-02-22,cust041,male,34,clothing,2,25,50,2023,2,feb
42,2023-02-17,cust042,male,22,clothing,3,300,900,2023,2,feb
43,2023-07-14,cust043,female,48,clothing,1,300,300,2023,7,jul
44,2023-02-19,cust044,female,22,clothing,1,25,25,2023,2,feb
45,2023-07-03,cust045,female,55,electronics,1,30,30,2023,7,jul
46,2023-06-26,cust046,female,20,electronics,4,300,1200,2023,6,jun
47,2023-11-06,cust047,female,40,beauty,3,500,1500,2023,11,nov
48,2023-05-16,cust048,male,54,electronics,3,300,900,2023,5,may
49,2023-01-23,cust049,female,54,electronics,2,500,1000,2023,1,jan
50,2023-08-24,cust050,female,27,beauty,3,25,75,2023,8,aug
51,2023-10-02,cust051,male,27,beauty,3,25,75,2023,10,oct
52,2023-03-05,cust052,female,36,beauty,1,300,300,2023,3,mar
53,2023-07-13,cust053,male,34,electronics,2,50,100,2023,7,jul
54,2023-02-10,cust054,female,38,electronics,3,500,1500,2023,2,feb
55,2023-10-10,cust055,male,31,beauty,4,30,120,2023,10,oct
56,2023-05-31,cust056,female,26,clothing,3,300,900,2023,5,may
57,2023-11-18,cust057,female,63,beauty,1,30,30,2023,11,nov
58,2023-11-13,cust058,male,18,clothing,4,300,1200,2023,11,nov
59,2023-07-05,cust059,male,62,clothing,1,50,50,2023,7,jul
60,2023-10-23,cust060,male,30,beauty,3,50,150,2023,10,oct
61,2023-04-09,cust061,male,21,beauty,4,50,200,2023,4,apr
62,2023-12-27,cust062,male,18,beauty,2,50,100,2023,12,dec
63,2023-02-05,cust063,male,57,electronics,2,25,50,2023,2,feb
64,2023-01-24,cust064,male,49,clothing,4,25,100,2023,1,jan
65,2023-12-05,cust065,male,51,electronics,4,500,2000,2023,12,dec
66,2023-04-27,cust066,female,45,electronics,1,30,30,2023,4,apr
67,2023-05-29,cust067,female,48,beauty,4,300,1200,2023,5,may
68,2023-02-10,cust068,male,25,electronics,1,300,300,2023,2,feb
69,2023-04-30,cust069,female,56,beauty,3,25,75,2023,4,apr
70,2023-02-21,cust070,female,43,clothing,1,300,300,2023,2,feb
71,2023-07-14,cust071,female,51,beauty,4,25,100,2023,7,jul
72,2023-05-23,cust072,female,20,electronics,4,500,2000,2023,5,may
73,2023-08-21,cust073,male,29,electronics,3,30,90,2023,8,aug
74,2023-11-22,cust074,female,18,beauty,4,500,2000,2023,11,nov
75,2023-07-06,cust075,male,61,beauty,4,50,200,2023,7,jul
76,2023-03-25,cust076,female,22,electronics,2,50,100,2023,3,mar
77,2023-07-09,cust077,female,47,clothing,2,50,100,2023,7,jul
78,2023-07-01,cust078,female,47,clothing,3,500,1500,2023,7,jul
79,2023-04-18,cust079,male,34,beauty,1,300,300,2023,4,apr
80,2023-12-10,cust080,female,64,clothing,2,30,60,2023,12,dec
81,2023-05-17,cust081,male,40,electronics,1,50,50,2023,5,may
82,2023-12-26,cust082,female,32,beauty,4,50,200,2023,12,dec
83,2023-12-16,cust083,male,54,electronics,2,50,100,2023,12,dec
84,2023-11-28,cust084,female,38,electronics,3,30,90,2023,11,nov
85,2023-02-06,cust085,male,31,clothing,3,50,150,2023,2,feb
86,2023-11-08,cust086,male,19,beauty,3,30,90,2023,11,nov
87,2023-11-22,cust087,female,28,beauty,2,50,100,2023,11,nov
88,2023-03-29,cust088,male,56,clothing,1,500,500,2023,3,mar
89,2023-10-01,cust089,female,55,electronics,4,500,2000,2023,10,oct
90,2023-05-06,cust090,female,51,electronics,1,30,30,2023,5,may
91,2023-03-25,cust091,female,55,electronics,1,500,500,2023,3,mar
92,2023-08-25,cust092,female,51,electronics,4,30,120,2023,8,aug
93,2023-07-14,cust093,female,35,beauty,4,500,2000,2023,7,jul
94,2023-05-19,cust094,female,47,beauty,2,500,1000,2023,5,may
95,2023-11-24,cust095,female,32,clothing,2,30,60,2023,11,nov
96,2023-12-19,cust096,female,44,clothing,2,300,600,2023,12,dec
97,2023-10-13,cust097,female,51,beauty,2,500,1000,2023,10,oct
98,2023-04-23,cust098,female,55,beauty,2,50,100,2023,4,apr
99,2023-12-17,cust099,female,50,electronics,4,300,1200,2023,12,dec
100,2023-06-16,cust100,male,41,electronics,1,30,30,2023,6,jun
101,2023-01-29,cust101,male,32,clothing,2,300,600,2023,1,jan
102,2023-04-28,cust102,female,47,beauty,2,25,50,2023,4,apr
103,2023-01-17,cust103,female,59,clothing,1,25,25,2023,1,jan
104,2023-06-11,cust104,female,34,beauty,2,500,1000,2023,6,jun
105,2023-07-25,cust105,female,22,electronics,1,500,500,2023,7,jul
106,2023-05-18,cust106,female,46,clothing,1,50,50,2023,5,may
107,2023-02-03,cust107,female,21,clothing,4,300,1200,2023,2,feb
108,2023-04-19,cust108,female,27,beauty,3,25,75,2023,4,apr
109,2023-10-18,cust109,female,34,electronics,4,500,2000,2023,10,oct
110,2023-06-11,cust110,male,27,clothing,3,300,900,2023,6,jun
111,2023-04-19,cust111,female,34,electronics,3,500,1500,2023,4,apr
112,2023-12-02,cust112,male,37,clothing,3,500,1500,2023,12,dec
113,2023-09-13,cust113,female,41,electronics,2,25,50,2023,9,sep
114,2023-07-22,cust114,female,22,beauty,4,25,100,2023,7,jul
115,2023-11-26,cust115,male,51,clothing,3,500,1500,2023,11,nov
116,2023-08-23,cust116,female,23,clothing,1,30,30,2023,8,aug
117,2023-03-15,cust117,male,19,electronics,2,500,1000,2023,3,mar
118,2023-05-16,cust118,female,30,electronics,4,500,2000,2023,5,may
119,2023-03-13,cust119,female,60,clothing,3,50,150,2023,3,mar
120,2023-05-07,cust120,male,60,beauty,1,50,50,2023,5,may
121,2023-10-15,cust121,female,28,electronics,4,50,200,2023,10,oct
122,2023-10-03,cust122,male,64,electronics,4,30,120,2023,10,oct
123,2023-05-15,cust123,female,40,electronics,2,30,60,2023,5,may
124,2023-10-27,cust124,male,33,clothing,4,500,2000,2023,10,oct
125,2023-08-08,cust125,male,48,clothing,2,50,100,2023,8,aug
126,2023-10-26,cust126,female,28,clothing,3,30,90,2023,10,oct
127,2023-07-24,cust127,female,33,clothing,2,25,50,2023,7,jul
128,2023-07-05,cust128,male,25,beauty,1,500,500,2023,7,jul
129,2023-04-23,cust129,female,21,beauty,2,300,600,2023,4,apr
130,2023-03-12,cust130,female,57,clothing,1,500,500,2023,3,mar
131,2023-09-18,cust131,female,21,beauty,2,300,600,2023,9,sep
132,2023-09-10,cust132,male,42,electronics,4,50,200,2023,9,sep
133,2023-02-16,cust133,male,20,electronics,3,300,900,2023,2,feb
134,2023-01-25,cust134,male,49,electronics,1,50,50,2023,1,jan
135,2023-02-26,cust135,male,20,clothing,2,25,50,2023,2,feb
136,2023-03-20,cust136,male,44,electronics,2,300,600,2023,3,mar
137,2023-11-18,cust137,male,46,beauty,2,500,1000,2023,11,nov
138,2023-03-23,cust138,male,49,clothing,4,50,200,2023,3,mar
139,2023-12-15,cust139,male,36,beauty,4,500,2000,2023,12,dec
140,2023-08-05,cust140,male,38,electronics,1,30,30,2023,8,aug
141,2023-11-02,cust141,female,22,electronics,1,50,50,2023,11,nov
142,2023-02-02,cust142,male,35,electronics,4,300,1200,2023,2,feb
143,2023-07-17,cust143,female,45,clothing,1,50,50,2023,7,jul
144,2023-07-15,cust144,female,59,beauty,3,500,1500,2023,7,jul
145,2023-11-02,cust145,female,39,clothing,3,25,75,2023,11,nov
146,2023-08-28,cust146,male,38,clothing,4,50,200,2023,8,aug
147,2023-09-28,cust147,male,23,electronics,1,300,300,2023,9,sep
148,2023-05-09,cust148,male,18,clothing,2,30,60,2023,5,may
149,2023-10-11,cust149,male,22,clothing,3,25,75,2023,10,oct
150,2023-01-06,cust150,female,58,electronics,4,30,120,2023,1,jan
151,2023-12-15,cust151,male,29,clothing,1,50,50,2023,12,dec
152,2023-02-28,cust152,male,43,electronics,4,500,2000,2023,2,feb
153,2023-12-16,cust153,male,63,electronics,2,500,1000,2023,12,dec
154,2023-10-02,cust154,male,51,electronics,3,300,900,2023,10,oct
155,2023-05-17,cust155,male,31,electronics,4,500,2000,2023,5,may
156,2023-11-25,cust156,female,43,clothing,4,25,100,2023,11,nov
157,2023-06-24,cust157,male,62,electronics,4,500,2000,2023,6,jun
158,2023-02-27,cust158,female,44,electronics,2,300,600,2023,2,feb
159,2023-05-31,cust159,male,26,clothing,4,50,200,2023,5,may
160,2023-08-11,cust160,female,43,clothing,2,50,100,2023,8,aug
161,2023-03-22,cust161,male,64,beauty,2,500,1000,2023,3,mar
162,2023-08-21,cust162,male,39,clothing,2,30,60,2023,8,aug
163,2023-01-02,cust163,female,64,clothing,3,50,150,2023,1,jan
164,2023-05-15,cust164,female,47,beauty,3,500,1500,2023,5,may
165,2023-09-14,cust165,female,60,clothing,4,300,1200,2023,9,sep
166,2023-04-02,cust166,male,34,clothing,4,500,2000,2023,4,apr
167,2023-09-17,cust167,female,43,clothing,3,50,150,2023,9,sep
168,2023-02-24,cust168,male,53,clothing,1,300,300,2023,2,feb
169,2023-11-17,cust169,male,18,beauty,3,500,1500,2023,11,nov
170,2023-06-02,cust170,female,25,clothing,2,25,50,2023,6,jun
171,2023-11-24,cust171,female,52,clothing,3,300,900,2023,11,nov
172,2023-09-17,cust172,male,32,beauty,2,25,50,2023,9,sep
173,2023-11-08,cust173,male,64,electronics,4,30,120,2023,11,nov
174,2023-04-12,cust174,female,39,beauty,1,300,300,2023,4,apr
175,2023-03-20,cust175,female,31,electronics,4,25,100,2023,3,mar
176,2023-07-11,cust176,female,43,beauty,2,50,100,2023,7,jul
177,2023-03-24,cust177,male,45,beauty,2,50,100,2023,3,mar
178,2023-10-04,cust178,male,40,clothing,2,30,60,2023,10,oct
179,2023-09-29,cust179,male,31,electronics,1,300,300,2023,9,sep
180,2023-01-01,cust180,male,41,clothing,3,300,900,2023,1,jan
181,2023-11-03,cust181,male,19,electronics,4,300,1200,2023,11,nov
182,2023-06-15,cust182,male,62,beauty,4,30,120,2023,6,jun
183,2023-09-08,cust183,female,43,beauty,3,300,900,2023,9,sep
184,2023-01-10,cust184,male,31,electronics,4,50,200,2023,1,jan
185,2023-02-27,cust185,male,24,clothing,1,25,25,2023,2,feb
186,2023-07-05,cust186,male,20,clothing,4,50,200,2023,7,jul
187,2023-06-07,cust187,female,64,clothing,2,50,100,2023,6,jun
188,2023-05-03,cust188,male,40,clothing,3,25,75,2023,5,may
189,2023-01-30,cust189,male,63,beauty,1,50,50,2023,1,jan
190,2023-05-04,cust190,female,60,beauty,3,30,90,2023,5,may
191,2023-10-18,cust191,male,64,beauty,1,25,25,2023,10,oct
192,2023-02-10,cust192,male,62,beauty,2,50,100,2023,2,feb
193,2023-02-13,cust193,male,35,beauty,3,500,1500,2023,2,feb
194,2023-09-06,cust194,male,55,clothing,4,50,200,2023,9,sep
195,2023-02-05,cust195,male,52,clothing,1,30,30,2023,2,feb
196,2023-09-30,cust196,female,32,clothing,3,300,900,2023,9,sep
197,2023-03-06,cust197,female,42,clothing,4,50,200,2023,3,mar
198,2023-03-07,cust198,female,54,beauty,3,300,900,2023,3,mar
199,2023-12-04,cust199,male,45,beauty,3,500,1500,2023,12,dec
200,2023-09-01,cust200,male,27,beauty,3,50,150,2023,9,sep
201,2023-10-09,cust201,male,56,electronics,1,25,25,2023,10,oct
202,2023-03-26,cust202,female,34,clothing,4,300,1200,2023,3,mar
203,2023-05-16,cust203,male,56,clothing,2,500,1000,2023,5,may
204,2023-09-28,cust204,male,39,beauty,1,25,25,2023,9,sep
205,2023-11-07,cust205,female,43,clothing,1,25,25,2023,11,nov
206,2023-08-05,cust206,male,61,clothing,1,25,25,2023,8,aug
207,2023-04-19,cust207,female,42,beauty,2,25,50,2023,4,apr
208,2023-10-04,cust208,female,34,electronics,4,50,200,2023,10,oct
209,2023-12-20,cust209,female,30,electronics,4,50,200,2023,12,dec
210,2023-04-13,cust210,male,37,electronics,4,50,200,2023,4,apr
211,2024-01-01,cust211,male,42,beauty,3,500,1500,2024,1,jan
212,2023-06-09,cust212,male,21,clothing,3,500,1500,2023,6,jun
213,2023-07-24,cust213,male,27,beauty,3,500,1500,2023,7,jul
214,2023-12-10,cust214,male,20,beauty,2,30,60,2023,12,dec
215,2023-11-29,cust215,male,58,clothing,3,500,1500,2023,11,nov
216,2023-07-11,cust216,male,62,electronics,2,50,100,2023,7,jul
217,2023-08-13,cust217,female,35,electronics,4,50,200,2023,8,aug
218,2023-09-22,cust218,male,64,beauty,3,30,90,2023,9,sep
219,2023-08-20,cust219,female,53,electronics,3,30,90,2023,8,aug
220,2023-03-03,cust220,male,64,beauty,1,500,500,2023,3,mar
221,2023-05-07,cust221,male,39,beauty,2,300,600,2023,5,may
222,2023-04-26,cust222,male,51,clothing,4,30,120,2023,4,apr
223,2023-02-02,cust223,female,64,clothing,1,25,25,2023,2,feb
224,2023-06-23,cust224,female,25,clothing,1,50,50,2023,6,jun
225,2023-01-11,cust225,female,57,beauty,4,25,100,2023,1,jan
226,2023-10-29,cust226,female,61,clothing,1,50,50,2023,10,oct
227,2023-10-11,cust227,male,36,electronics,2,50,100,2023,10,oct
228,2023-04-28,cust228,female,59,electronics,2,30,60,2023,4,apr
229,2023-10-29,cust229,male,58,beauty,3,30,90,2023,10,oct
230,2023-04-23,cust230,male,54,beauty,1,25,25,2023,4,apr
231,2023-01-04,cust231,female,23,clothing,3,50,150,2023,1,jan
232,2023-02-06,cust232,female,43,beauty,1,25,25,2023,2,feb
233,2023-12-29,cust233,female,51,beauty,2,300,600,2023,12,dec
234,2023-11-20,cust234,female,62,electronics,2,25,50,2023,11,nov
235,2023-01-31,cust235,female,23,electronics,2,500,1000,2023,1,jan
236,2023-04-28,cust236,female,54,clothing,1,25,25,2023,4,apr
237,2023-02-04,cust237,female,50,beauty,2,500,1000,2023,2,feb
238,2023-01-17,cust238,female,39,beauty,1,500,500,2023,1,jan
239,2023-06-19,cust239,male,38,electronics,3,500,1500,2023,6,jun
240,2023-02-06,cust240,female,23,beauty,1,300,300,2023,2,feb
241,2023-09-21,cust241,female,23,electronics,3,25,75,2023,9,sep
242,2023-05-02,cust242,male,21,clothing,1,25,25,2023,5,may
243,2023-05-23,cust243,female,47,electronics,3,300,900,2023,5,may
244,2023-12-09,cust244,male,28,beauty,2,50,100,2023,12,dec
245,2023-09-06,cust245,male,47,clothing,3,30,90,2023,9,sep
246,2023-04-20,cust246,female,48,electronics,2,25,50,2023,4,apr
247,2023-10-04,cust247,male,41,electronics,2,30,60,2023,10,oct
248,2023-03-09,cust248,male,26,clothing,3,300,900,2023,3,mar
249,2023-10-20,cust249,male,20,clothing,1,50,50,2023,10,oct
250,2023-10-23,cust250,male,48,electronics,1,50,50,2023,10,oct
251,2023-08-31,cust251,female,57,beauty,4,50,200,2023,8,aug
252,2023-05-05,cust252,male,54,electronics,1,300,300,2023,5,may
253,2023-08-31,cust253,female,53,clothing,4,500,2000,2023,8,aug
254,2023-07-28,cust254,male,41,electronics,1,500,500,2023,7,jul
255,2023-04-08,cust255,male,48,clothing,1,30,30,2023,4,apr
256,2023-02-18,cust256,male,23,clothing,2,500,1000,2023,2,feb
257,2023-02-19,cust257,male,19,beauty,4,500,2000,2023,2,feb
258,2023-12-04,cust258,female,37,clothing,1,50,50,2023,12,dec
259,2023-08-09,cust259,female,45,clothing,4,50,200,2023,8,aug
260,2023-07-01,cust260,male,28,beauty,2,30,60,2023,7,jul
261,2023-08-05,cust261,male,21,clothing,2,25,50,2023,8,aug
262,2023-07-30,cust262,female,32,beauty,4,30,120,2023,7,jul
263,2023-08-28,cust263,male,23,beauty,2,30,60,2023,8,aug
264,2023-01-28,cust264,male,47,clothing,3,300,900,2023,1,jan
265,2023-12-11,cust265,male,55,clothing,3,300,900,2023,12,dec
266,2023-12-01,cust266,female,19,electronics,2,30,60,2023,12,dec
267,2023-11-27,cust267,female,32,beauty,3,30,90,2023,11,nov
268,2023-02-20,cust268,female,28,electronics,1,30,30,2023,2,feb
269,2023-02-01,cust269,male,25,clothing,4,500,2000,2023,2,feb
270,2023-07-26,cust270,male,43,electronics,1,300,300,2023,7,jul
271,2023-06-23,cust271,female,62,beauty,4,30,120,2023,6,jun
272,2023-02-25,cust272,female,61,electronics,2,50,100,2023,2,feb
273,2023-05-08,cust273,female,22,beauty,1,50,50,2023,5,may
274,2023-04-09,cust274,female,23,clothing,2,500,1000,2023,4,apr
275,2023-04-08,cust275,male,43,clothing,2,500,1000,2023,4,apr
276,2023-10-02,cust276,female,21,beauty,4,25,100,2023,10,oct
277,2023-08-18,cust277,male,36,clothing,4,25,100,2023,8,aug
278,2023-03-13,cust278,female,37,clothing,4,25,100,2023,3,mar
279,2023-08-05,cust279,male,50,clothing,1,500,500,2023,8,aug
280,2023-04-04,cust280,female,37,clothing,3,500,1500,2023,4,apr
281,2023-05-23,cust281,female,29,beauty,4,500,2000,2023,5,may
282,2023-08-25,cust282,female,64,electronics,4,50,200,2023,8,aug
283,2023-05-08,cust283,female,18,electronics,1,500,500,2023,5,may
284,2023-02-08,cust284,male,43,clothing,4,50,200,2023,2,feb
285,2023-08-15,cust285,female,31,electronics,1,25,25,2023,8,aug
286,2023-10-09,cust286,male,55,electronics,2,25,50,2023,10,oct
287,2023-02-20,cust287,male,54,clothing,4,25,100,2023,2,feb
288,2023-01-26,cust288,male,28,clothing,4,30,120,2023,1,jan
289,2023-11-30,cust289,male,53,electronics,2,30,60,2023,11,nov
290,2023-10-04,cust290,female,30,beauty,2,300,600,2023,10,oct
291,2023-01-08,cust291,male,60,clothing,2,300,600,2023,1,jan
292,2023-02-17,cust292,male,20,beauty,4,300,1200,2023,2,feb
293,2023-05-02,cust293,male,50,electronics,3,30,90,2023,5,may
294,2023-03-27,cust294,female,23,clothing,3,30,90,2023,3,mar
295,2023-07-28,cust295,female,27,beauty,3,300,900,2023,7,jul
296,2023-09-06,cust296,female,22,clothing,4,300,1200,2023,9,sep
297,2023-09-04,cust297,female,40,electronics,2,500,1000,2023,9,sep
298,2023-04-20,cust298,male,27,beauty,4,300,1200,2023,4,apr
299,2023-07-25,cust299,male,61,electronics,2,500,1000,2023,7,jul
300,2023-01-31,cust300,female,19,electronics,4,50,200,2023,1,jan
301,2023-03-26,cust301,male,30,clothing,4,30,120,2023,3,mar
302,2023-07-14,cust302,male,57,beauty,2,300,600,2023,7,jul
303,2023-01-02,cust303,male,19,electronics,3,30,90,2023,1,jan
304,2023-07-19,cust304,female,37,electronics,2,30,60,2023,7,jul
305,2023-05-16,cust305,female,18,beauty,1,30,30,2023,5,may
306,2023-08-21,cust306,male,54,electronics,1,50,50,2023,8,aug
307,2023-05-27,cust307,female,26,electronics,2,25,50,2023,5,may
308,2023-08-05,cust308,female,34,beauty,4,300,1200,2023,8,aug
309,2023-12-23,cust309,female,26,beauty,1,25,25,2023,12,dec
310,2023-10-12,cust310,female,28,beauty,1,25,25,2023,10,oct
311,2023-12-05,cust311,female,32,beauty,4,25,100,2023,12,dec
312,2023-09-07,cust312,male,41,clothing,4,30,120,2023,9,sep
313,2023-03-21,cust313,female,55,beauty,3,500,1500,2023,3,mar
314,2023-04-08,cust314,male,52,clothing,4,30,120,2023,4,apr
315,2023-06-01,cust315,male,47,clothing,2,30,60,2023,6,jun
316,2023-04-22,cust316,female,48,clothing,2,25,50,2023,4,apr
317,2023-01-30,cust317,male,22,electronics,3,30,90,2023,1,jan
318,2023-10-24,cust318,male,61,clothing,1,25,25,2023,10,oct
319,2023-10-05,cust319,male,31,clothing,1,500,500,2023,10,oct
320,2023-02-01,cust320,female,28,electronics,4,300,1200,2023,2,feb
321,2023-06-10,cust321,female,26,electronics,2,25,50,2023,6,jun
322,2023-01-30,cust322,male,51,electronics,1,500,500,2023,1,jan
323,2023-01-26,cust323,female,29,beauty,3,300,900,2023,1,jan
324,2023-10-27,cust324,female,52,electronics,3,50,150,2023,10,oct
325,2023-09-02,cust325,female,52,electronics,2,25,50,2023,9,sep
326,2023-09-15,cust326,female,18,clothing,3,25,75,2023,9,sep
327,2023-09-29,cust327,male,57,electronics,3,50,150,2023,9,sep
328,2023-03-22,cust328,male,39,beauty,2,50,100,2023,3,mar
329,2023-01-30,cust329,female,46,electronics,4,25,100,2023,1,jan
330,2023-09-18,cust330,female,25,beauty,4,50,200,2023,9,sep
331,2023-02-11,cust331,male,28,electronics,3,30,90,2023,2,feb
332,2023-04-06,cust332,male,58,electronics,4,300,1200,2023,4,apr
333,2023-02-05,cust333,female,54,electronics,4,300,1200,2023,2,feb
